claim_id,document,line,claim_text,numeric_occurrence,category,status,source_value,source,note,report_sha256
F04-0157,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |",30.1%,measured quantity,VERIFIED,30.06293795112513,verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0158,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |",C_320,raw schema/scope identifier,VERIFIED,"""C_320""",verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0159,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |",12.1,measured quantity,VERIFIED,12.129889595671566,verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0160,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |",35.5,measured quantity,VERIFIED,35.51788580750408,verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0161,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |",17.5,measured quantity,VERIFIED,17.51788580750408,verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0162,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |","117,103",measured quantity,VERIFIED,117103.0,verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0163,REPORT.md,71,"| Cardiology (C_320) | 12.1 | 35.5 | 17.5 | 117,103 / 30.9% |",30.9%,measured quantity,VERIFIED,30.945164248284318,verification_independent_measures.csv 2026-05 C_320 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0164,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |",C_400,raw schema/scope identifier,VERIFIED,"""C_400""",verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0165,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |",14.0,measured quantity,VERIFIED,14.004236555421064,verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0166,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |",38.9,measured quantity,VERIFIED,38.94545047565754,verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0167,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |",20.9,measured quantity,VERIFIED,20.945450475657537,verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0168,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |","78,654",measured quantity,VERIFIED,78654.0,verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0169,REPORT.md,72,"| Neurology (C_400) | 14.0 | 38.9 | 20.9 | 78,654 / 37.9% |",37.9%,measured quantity,VERIFIED,37.890751080301186,verification_independent_measures.csv 2026-05 C_400 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0170,REPORT.md,74,"Among the seven named specialties, trauma and orthopaedics has the largest middle count. ENT has the highest middle share. Each specialty has a median below eighteen weeks in the latest month, while each has a p92 above it. No single specialty is needed to produce the central contrast.",seven,written number/definition,VERIFIED,7,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0171,REPORT.md,74,"Among the seven named specialties, trauma and orthopaedics has the largest middle count. ENT has the highest middle share. Each specialty has a median below eighteen weeks in the latest month, while each has a p92 above it. No single specialty is needed to produce the central contrast.",eighteen,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0172,REPORT.md,74,"Among the seven named specialties, trauma and orthopaedics has the largest middle count. ENT has the highest middle share. Each specialty has a median below eighteen weeks in the latest month, while each has a p92 above it. No single specialty is needed to produce the central contrast.",p92,percentile/threshold definition,VERIFIED,92,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0173,REPORT.md,76,The gastroenterology comparison retains a known early coding break at Northern Lincolnshire and Goole: activity was reported under general medicine before appearing under gastroenterology. The counts do not identify a one-for-one transfer of pathways. Possible coding changes elsewhere are recorded in the anomaly audit; this analysis has not reassigned them.,one,written number/definition,VERIFIED,1,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0174,REPORT.md,76,The gastroenterology comparison retains a known early coding break at Northern Lincolnshire and Goole: activity was reported under general medicine before appearing under gastroenterology. The counts do not identify a one-for-one transfer of pathways. Possible coding changes elsewhere are recorded in the anomaly audit; this analysis has not reassigned them.,one,written number/definition,VERIFIED,1,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0175,REPORT.md,80,"Completed-pathway scope: the next table describes pathways that closed during the named month, using Part_1A for admitted and Part_1B for non-admitted pathways, reported England, all specialties once, NONC excluded, with no estimates for missing providers. Only pathways with a known wait enter the band totals and percentiles; unknown clock starts are reported separately in the source audits.",Part_1A,raw schema/scope identifier,VERIFIED,"""Part_1A""",NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0176,REPORT.md,80,"Completed-pathway scope: the next table describes pathways that closed during the named month, using Part_1A for admitted and Part_1B for non-admitted pathways, reported England, all specialties once, NONC excluded, with no estimates for missing providers. Only pathways with a known wait enter the band totals and percentiles; unknown clock starts are reported separately in the source audits.",Part_1B,raw schema/scope identifier,VERIFIED,"""Part_1B""",NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0177,REPORT.md,82,"| Month | Completed pathways, England all specialties | Known-wait pathways | Median (weeks) | p92 (weeks) |",p92,percentile/threshold definition,VERIFIED,92,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0178,REPORT.md,84,"| 2025-02 | Admitted | 310,349 | 12.2 | 55.9 |",2025-02,period or year metadata,VERIFIED,"""2025-02""",verification_independent_measures.csv 2025-02 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0179,REPORT.md,84,"| 2025-02 | Admitted | 310,349 | 12.2 | 55.9 |","310,349",measured quantity,VERIFIED,310349.0,verification_independent_measures.csv 2025-02 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0180,REPORT.md,84,"| 2025-02 | Admitted | 310,349 | 12.2 | 55.9 |",12.2,measured quantity,VERIFIED,12.244081942336877,verification_independent_measures.csv 2025-02 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0181,REPORT.md,84,"| 2025-02 | Admitted | 310,349 | 12.2 | 55.9 |",55.9,measured quantity,VERIFIED,55.869875120076856,verification_independent_measures.csv 2025-02 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0182,REPORT.md,85,"| 2025-02 | Non-admitted | 1,147,295 | 9.8 | 48.9 |",2025-02,period or year metadata,VERIFIED,"""2025-02""",verification_independent_measures.csv 2025-02 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0183,REPORT.md,85,"| 2025-02 | Non-admitted | 1,147,295 | 9.8 | 48.9 |","1,147,295",measured quantity,VERIFIED,1147295.0,verification_independent_measures.csv 2025-02 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0184,REPORT.md,85,"| 2025-02 | Non-admitted | 1,147,295 | 9.8 | 48.9 |",9.8,measured quantity,VERIFIED,9.771950640721403,verification_independent_measures.csv 2025-02 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0185,REPORT.md,85,"| 2025-02 | Non-admitted | 1,147,295 | 9.8 | 48.9 |",48.9,measured quantity,VERIFIED,48.88371550719007,verification_independent_measures.csv 2025-02 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0186,REPORT.md,86,"| 2026-04 | Admitted | 287,231 | 13.1 | 52.1 |",2026-04,period or year metadata,VERIFIED,"""2026-04""",verification_independent_measures.csv 2026-04 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0187,REPORT.md,86,"| 2026-04 | Admitted | 287,231 | 13.1 | 52.1 |","287,231",measured quantity,VERIFIED,287231.0,verification_independent_measures.csv 2026-04 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0188,REPORT.md,86,"| 2026-04 | Admitted | 287,231 | 13.1 | 52.1 |",13.1,measured quantity,VERIFIED,13.07933250044619,verification_independent_measures.csv 2026-04 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0189,REPORT.md,86,"| 2026-04 | Admitted | 287,231 | 13.1 | 52.1 |",52.1,measured quantity,VERIFIED,52.06699706005881,verification_independent_measures.csv 2026-04 C_999 Part_1A known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0190,REPORT.md,87,"| 2026-04 | Non-admitted | 1,159,840 | 8.8 | 44.2 |",2026-04,period or year metadata,VERIFIED,"""2026-04""",verification_independent_measures.csv 2026-04 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0191,REPORT.md,87,"| 2026-04 | Non-admitted | 1,159,840 | 8.8 | 44.2 |","1,159,840",measured quantity,VERIFIED,1159840.0,verification_independent_measures.csv 2026-04 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0192,REPORT.md,87,"| 2026-04 | Non-admitted | 1,159,840 | 8.8 | 44.2 |",8.8,measured quantity,VERIFIED,8.818650407940856,verification_independent_measures.csv 2026-04 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0193,REPORT.md,87,"| 2026-04 | Non-admitted | 1,159,840 | 8.8 | 44.2 |",44.2,measured quantity,VERIFIED,44.22000777504212,verification_independent_measures.csv 2026-04 C_999 Part_1B known waits,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0194,REPORT.md,89,"These completed-pathway medians answer a different question from the main table: how long the pathways that closed that month had lasted. Non-admitted completion can include a decision not to treat or other clock stops, so completion does not always mean treatment was delivered. The incomplete-pathway median measures how long the pathways still open have been waiting so far. Neither is an individual forecast, and the completed figures from these two months do not establish a continuous trend.",two,written number/definition,VERIFIED,2,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0195,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",2019,period or year metadata,VERIFIED,"""2019""",verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0196,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",6.7,measured quantity,VERIFIED,6.691570182701094,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0197,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",p92,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0198,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",22.1,measured quantity,VERIFIED,22.064439649285735,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0199,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",fifty-two,written number/definition,VERIFIED,52,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0200,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",one,written number/definition,VERIFIED,1,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0201,REPORT.md,93,"February 2019 baseline, reported incomplete pathways, England, all specialties once, NONC excluded, no missing-provider estimates: the reconstructed median is 6.7 weeks and p92 is 22.1 weeks. The historical file has fifty-two closed weekly bands and one open band beyond fifty-two weeks. Both percentiles fall in closed bands, so both are computable. We did not assign an invented width to the final band.",fifty-two,written number/definition,VERIFIED,52,verification_independent_measures.csv 2019-02 C_999 Part_2; verification_raw_inventory.csv53bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0202,REPORT.md,99,"For a percentile fraction p, locate the first weekly band whose cumulative pathway count reaches p times the total. Add to its lower boundary the fraction of that band's pathways needed to reach the target. The first band includes waits of zero through seven days; later bands exclude their lower boundary and include their upper boundary. A wait of exactly eighteen weeks is within the standard.",zero,written number/definition,VERIFIED,0,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0203,REPORT.md,99,"For a percentile fraction p, locate the first weekly band whose cumulative pathway count reaches p times the total. Add to its lower boundary the fraction of that band's pathways needed to reach the target. The first band includes waits of zero through seven days; later bands exclude their lower boundary and include their upper boundary. A wait of exactly eighteen weeks is within the standard.",seven,written number/definition,VERIFIED,7,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0204,REPORT.md,99,"For a percentile fraction p, locate the first weekly band whose cumulative pathway count reaches p times the total. Add to its lower boundary the fraction of that band's pathways needed to reach the target. The first band includes waits of zero through seven days; later bands exclude their lower boundary and include their upper boundary. A wait of exactly eighteen weeks is within the standard.",eighteen,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0205,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",2026,period or year metadata,VERIFIED,"""2026""",verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0206,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",twelve,written number/definition,VERIFIED,12,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0207,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",thirteen,written number/definition,VERIFIED,13,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0208,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",p92,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0209,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",thirty-eight,written number/definition,VERIFIED,38,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0210,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",thirty-nine,written number/definition,VERIFIED,39,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0211,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",12.5,measured quantity,VERIFIED,12.5,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0212,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",38.5,measured quantity,VERIFIED,38.5,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0213,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",12.0,measured quantity,VERIFIED,12.0,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0214,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",38.0,measured quantity,VERIFIED,38.0,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0215,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",p92,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0216,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",0.57,measured quantity,VERIFIED,0.5686655224200905,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0217,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",0.5,measured quantity,VERIFIED,0.5,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0218,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",39,measured quantity,VERIFIED,38.56866552242009,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
